NOMEDEP;DE;DISTR;MUN;TIPOESC;COD_ESC;NOMESC;DS_PAIS;Nº ALUNOS
ESTADUAL - OUTROS;ADAMANTINA;ADAMANTINA;ADAMANTINA;11;31082;EUDECIO LUIZ VICENTE PROF ETEC;Japão;1
ESTADUAL - OUTROS;ADAMANTINA;ADAMANTINA;ADAMANTINA;11;31100;HERVAL BELLUSCI ENGENHEIRO ETEC;Paraguai;2
ESTADUAL - OUTROS;ADAMANTINA;OSVALDO CRUZ;OSVALDO CRUZ;11;915865;AMIM JUNDI ETEC;Japão;1
ESTADUAL - OUTROS;AMERICANA;AMERICANA;AMERICANA;11;45962;POLIVALENTE DE AMERICANA ETEC;Bolívia;3
ESTADUAL - OUTROS;AMERICANA;AMERICANA;AMERICANA;11;45962;POLIVALENTE DE AMERICANA ETEC;China;1
ESTADUAL - OUTROS;AMERICANA;AMERICANA;AMERICANA;11;45962;POLIVALENTE DE AMERICANA ETEC;Haiti;1
ESTADUAL - OUTROS;AMERICANA;AMERICANA;AMERICANA;11;45962;POLIVALENTE DE AMERICANA ETEC;Japão;1
ESTADUAL - OUTROS;AMERICANA;AMERICANA;AMERICANA;11;45962;POLIVALENTE DE AMERICANA ETEC;Peru;2
ESTADUAL - OUTROS;AMERICANA;SANTA BARBARA D'OESTE;SANTA BARBARA D'OESTE;11;925950;JOSE DAGNONI DR PROF ETEC;Haiti;1
ESTADUAL - OUTROS;AMERICANA;SANTA BARBARA D'OESTE;SANTA BARBARA D'OESTE;11;925950;JOSE DAGNONI DR PROF ETEC;Marrocos;1
ESTADUAL - OUTROS;ANDRADINA;ILHA SOLTEIRA;ILHA SOLTEIRA;11;920548;ILHA SOLTEIRA ETEC DE;Peru;1
ESTADUAL - OUTROS;APIAI;APIAI;APIAI;11;564916;ETEC DE APIAI;Espanha;1
ESTADUAL - OUTROS;ARACATUBA;ARACATUBA;ARACATUBA;11;345623;ARACATUBA ETEC DE;Colômbia;1
ESTADUAL - OUTROS;ARARAQUARA;ARARAQUARA;ARARAQUARA;11;21842;ANNA DE OLIVEIRA FERRAZ PROFA ETEC;Angola;1
ESTADUAL - OUTROS;ARARAQUARA;ARARAQUARA;ARARAQUARA;11;21842;ANNA DE OLIVEIRA FERRAZ PROFA ETEC;Japão;1
ESTADUAL - OUTROS;ARARAQUARA;ARARAQUARA;ARARAQUARA;11;21842;ANNA DE OLIVEIRA FERRAZ PROFA ETEC;Venezuela;1
ESTADUAL - OUTROS;ARARAQUARA;MATAO;MATAO;11;907042;SYLVIO DE MATTOS CARVALHO PROF DR ETEC;Japão;1
ESTADUAL - OUTROS;BARRETOS;BARRETOS;BARRETOS;11;22248;RAPHAEL BRANDAO CEL ETEC;Camarões;2
ESTADUAL - OUTROS;BARRETOS;OLIMPIA;OLIMPIA;11;440115;ETEC PROFESSOR JOSE CARLOS SENO JUNIOR;Estados Unidos da América;1
ESTADUAL - OUTROS;BAURU;BAURU;BAURU;11;290695;RODRIGUES DE ABREU ETEC;Angola;2
ESTADUAL - OUTROS;BAURU;BAURU;BAURU;11;290695;RODRIGUES DE ABREU ETEC;Japão;2
ESTADUAL - OUTROS;BAURU;BAURU;BAURU;11;290695;RODRIGUES DE ABREU ETEC;Nigéria;2
ESTADUAL - OUTROS;BAURU;BAURU;BAURU;11;290695;RODRIGUES DE ABREU ETEC;Paraguai;2
ESTADUAL - OUTROS;BAURU;BAURU;BAURU;26;922948;COL TEC INDUSTRIAL PROF ISAAC PORTAL ROLDAN UNESP;Itália;2
ESTADUAL - OUTROS;BAURU;BAURU;BAURU;26;922948;COL TEC INDUSTRIAL PROF ISAAC PORTAL ROLDAN UNESP;Japão;2
ESTADUAL - OUTROS;BAURU;BAURU;BAURU;26;922948;COL TEC INDUSTRIAL PROF ISAAC PORTAL ROLDAN UNESP;Portugal;2
ESTADUAL - OUTROS;BOTUCATU;BOTUCATU;BOTUCATU;11;14722;DOMINGOS MINICUCCI FILHO DR ETEC;Bolívia;2
ESTADUAL - OUTROS;BOTUCATU;BOTUCATU;BOTUCATU;11;14722;DOMINGOS MINICUCCI FILHO DR ETEC;Paraguai;1
ESTADUAL - OUTROS;BOTUCATU;BOTUCATU;BOTUCATU;11;14722;DOMINGOS MINICUCCI FILHO DR ETEC;Venezuela;1
ESTADUAL - OUTROS;BRAGANCA PAULISTA;ATIBAIA;ATIBAIA;11;290634;CARMINE BIAGIO TUNDISI PROF ETEC;Japão;1
ESTADUAL - OUTROS;CAIEIRAS;FRANCISCO MORATO;FRANCISCO MORATO;11;440036;FRANCISCO MORATO ETEC DE;Bolívia;3
ESTADUAL - OUTROS;CAMPINAS LESTE;CAMPINAS LESTE;CAMPINAS;2;4060;CENTRO DE CONVIVENCIA INFANTIL INTEGRAL;Colômbia;2
ESTADUAL - OUTROS;CAMPINAS LESTE;CAMPINAS LESTE;CAMPINAS;2;4060;CENTRO DE CONVIVENCIA INFANTIL INTEGRAL;Moçambique;3
ESTADUAL - OUTROS;CAMPINAS LESTE;CAMPINAS LESTE;CAMPINAS;2;4060;CENTRO DE CONVIVENCIA INFANTIL INTEGRAL;Peru;2
ESTADUAL - OUTROS;CAMPINAS LESTE;CAMPINAS LESTE;CAMPINAS;2;4060;CENTRO DE CONVIVENCIA INFANTIL INTEGRAL;Venezuela;1
ESTADUAL - OUTROS;CAMPINAS LESTE;CAMPINAS LESTE;CAMPINAS;27;45949;CAMPINAS COLEGIO TECNICO DE  UNICAMP;Bolívia;1
ESTADUAL - OUTROS;CAMPINAS LESTE;CAMPINAS LESTE;CAMPINAS;27;45949;CAMPINAS COLEGIO TECNICO DE  UNICAMP;Dominicana, República;2
ESTADUAL - OUTROS;CAMPINAS LESTE;CAMPINAS LESTE;CAMPINAS;27;45949;CAMPINAS COLEGIO TECNICO DE  UNICAMP;França;1
ESTADUAL - OUTROS;CAMPINAS LESTE;CAMPINAS LESTE;CAMPINAS;27;45949;CAMPINAS COLEGIO TECNICO DE  UNICAMP;Japão;1
ESTADUAL - OUTROS;CAMPINAS LESTE;CAMPINAS OESTE;CAMPINAS;11;18363;BENTO QUIRINO ETEC;Angola;1
ESTADUAL - OUTROS;CAMPINAS LESTE;CAMPINAS OESTE;CAMPINAS;11;18363;BENTO QUIRINO ETEC;Estados Unidos da América;1
ESTADUAL - OUTROS;CAMPINAS LESTE;CAMPINAS OESTE;CAMPINAS;11;18363;BENTO QUIRINO ETEC;Haiti;2
ESTADUAL - OUTROS;CAMPINAS LESTE;CAMPINAS OESTE;CAMPINAS;11;18363;BENTO QUIRINO ETEC;Peru;1
ESTADUAL - OUTROS;CAMPINAS LESTE;CAMPINAS OESTE;CAMPINAS;11;18363;BENTO QUIRINO ETEC;Portugal;1
ESTADUAL - OUTROS;CAMPINAS LESTE;CAMPINAS OESTE;CAMPINAS;11;45937;ANTONIO PRADO CONSELHEIRO ETEC;Espanha;1
ESTADUAL - OUTROS;CAMPINAS LESTE;CAMPINAS OESTE;CAMPINAS;11;45937;ANTONIO PRADO CONSELHEIRO ETEC;Haiti;2
ESTADUAL - OUTROS;CAMPINAS LESTE;CAMPINAS OESTE;CAMPINAS;11;45937;ANTONIO PRADO CONSELHEIRO ETEC;Japão;3
ESTADUAL - OUTROS;CAMPINAS LESTE;CAMPINAS OESTE;CAMPINAS;11;45937;ANTONIO PRADO CONSELHEIRO ETEC;Reino Unido da Grã-Bretanha e Irlanda do Norte;1
ESTADUAL - OUTROS;CARAGUATATUBA;CARAGUATATUBA;CARAGUATATUBA;11;434607;CARAGUATATUBA ETEC DE;Estados Unidos da América;1
ESTADUAL - OUTROS;CARAGUATATUBA;CARAGUATATUBA;CARAGUATATUBA;11;434607;CARAGUATATUBA ETEC DE;Japão;2
ESTADUAL - OUTROS;CARAGUATATUBA;SAO SEBASTIAO;SAO SEBASTIAO;11;406302;SAO SEBASTIAO ETEC DE;Argentina;1
ESTADUAL - OUTROS;CARAPICUIBA;CARAPICUIBA;CARAPICUIBA;11;290737;CARAPICUIBA ETEC DE;Bolívia;3
ESTADUAL - OUTROS;CATANDUVA;NOVO HORIZONTE;NOVO HORIZONTE;11;434619;MARINES TEODORO DE FREITAS ALMEIDA PROFA ETEC;Japão;1
ESTADUAL - OUTROS;CATANDUVA;NOVO HORIZONTE;NOVO HORIZONTE;11;434619;MARINES TEODORO DE FREITAS ALMEIDA PROFA ETEC;Portugal;1
ESTADUAL - OUTROS;CENTRO;BOM RETIRO;SAO PAULO;11;910818;SAO PAULO ETEC DE;Argentina;4
ESTADUAL - OUTROS;CENTRO;BOM RETIRO;SAO PAULO;11;910818;SAO PAULO ETEC DE;Bolívia;5
ESTADUAL - OUTROS;CENTRO;BOM RETIRO;SAO PAULO;11;910818;SAO PAULO ETEC DE;Canadá;1
ESTADUAL - OUTROS;CENTRO;BOM RETIRO;SAO PAULO;11;910818;SAO PAULO ETEC DE;Coreia do Sul;3
ESTADUAL - OUTROS;CENTRO;BOM RETIRO;SAO PAULO;11;910818;SAO PAULO ETEC DE;Japão;3
ESTADUAL - OUTROS;CENTRO;BOM RETIRO;SAO PAULO;11;910818;SAO PAULO ETEC DE;Peru;1
ESTADUAL - OUTROS;CENTRO;BRAS;SAO PAULO;11;1594;CARLOS DE CAMPOS ETEC;Bolívia;5
ESTADUAL - OUTROS;CENTRO;BRAS;SAO PAULO;11;1594;CARLOS DE CAMPOS ETEC;Congo, República do;1
ESTADUAL - OUTROS;CENTRO;BRAS;SAO PAULO;11;1594;CARLOS DE CAMPOS ETEC;Haiti;2
ESTADUAL - OUTROS;CENTRO;BRAS;SAO PAULO;11;1594;CARLOS DE CAMPOS ETEC;Peru;1
ESTADUAL - OUTROS;CENTRO;CASA VERDE;SAO PAULO;11;486;ALBERT EINSTEIN ETEC;Angola;2
ESTADUAL - OUTROS;CENTRO;CASA VERDE;SAO PAULO;11;486;ALBERT EINSTEIN ETEC;Argentina;1
ESTADUAL - OUTROS;CENTRO;CASA VERDE;SAO PAULO;11;486;ALBERT EINSTEIN ETEC;Bolívia;6
ESTADUAL - OUTROS;CENTRO;CASA VERDE;SAO PAULO;11;486;ALBERT EINSTEIN ETEC;Espanha;1
ESTADUAL - OUTROS;CENTRO;CASA VERDE;SAO PAULO;11;486;ALBERT EINSTEIN ETEC;Japão;1
ESTADUAL - OUTROS;CENTRO;SANTA CECILIA;SAO PAULO;11;560112;SEBRAE ETEC;Bolívia;2
ESTADUAL - OUTROS;CENTRO;SANTANA;SAO PAULO;11;304815;PARQUE DA JUVENTUDE ETEC;Bolívia;3
ESTADUAL - OUTROS;CENTRO;SANTANA;SAO PAULO;11;304815;PARQUE DA JUVENTUDE ETEC;Espanha;2
ESTADUAL - OUTROS;CENTRO;SANTANA;SAO PAULO;11;304815;PARQUE DA JUVENTUDE ETEC;Japão;1
ESTADUAL - OUTROS;CENTRO;SANTANA;SAO PAULO;11;304815;PARQUE DA JUVENTUDE ETEC;Togo;2
ESTADUAL - OUTROS;CENTRO;SANTANA;SAO PAULO;11;393400;ARTES ETEC DE;Chile;1
ESTADUAL - OUTROS;CENTRO;SANTANA;SAO PAULO;11;393400;ARTES ETEC DE;Coreia do Sul;2
ESTADUAL - OUTROS;CENTRO;SANTANA;SAO PAULO;11;393400;ARTES ETEC DE;Peru;2
ESTADUAL - OUTROS;CENTRO;SANTANA;SAO PAULO;11;393400;ARTES ETEC DE;Portugal;1
ESTADUAL - OUTROS;CENTRO;VILA GUILHERME;SAO PAULO;11;954;HORACIO AUGUSTO DA SILVEIRA PROF ETEC;África do Sul;2
ESTADUAL - OUTROS;CENTRO;VILA GUILHERME;SAO PAULO;11;954;HORACIO AUGUSTO DA SILVEIRA PROF ETEC;Angola;2
ESTADUAL - OUTROS;CENTRO;VILA GUILHERME;SAO PAULO;11;954;HORACIO AUGUSTO DA SILVEIRA PROF ETEC;Bolívia;52
ESTADUAL - OUTROS;CENTRO;VILA GUILHERME;SAO PAULO;11;954;HORACIO AUGUSTO DA SILVEIRA PROF ETEC;Japão;1
ESTADUAL - OUTROS;CENTRO;VILA GUILHERME;SAO PAULO;11;954;HORACIO AUGUSTO DA SILVEIRA PROF ETEC;Peru;1
ESTADUAL - OUTROS;CENTRO;VILA GUILHERME;SAO PAULO;11;954;HORACIO AUGUSTO DA SILVEIRA PROF ETEC;Venezuela;2
ESTADUAL - OUTROS;CENTRO OESTE;BUTANTA;SAO PAULO;11;439186;CEPAM ETEC;Cuba;1
ESTADUAL - OUTROS;CENTRO OESTE;BUTANTA;SAO PAULO;11;439186;CEPAM ETEC;Peru;1
ESTADUAL - OUTROS;CENTRO OESTE;BUTANTA;SAO PAULO;28;46024;ESCOLA DE APLICACAO DA FACULDADE DE EDUCACAO DA USP;Estados Unidos da América;2
ESTADUAL - OUTROS;CENTRO OESTE;BUTANTA;SAO PAULO;28;337948;CENTRAL CRECHE PRE ESCOLA  COSEAS USP;Colômbia;1
ESTADUAL - OUTROS;CENTRO OESTE;BUTANTA;SAO PAULO;28;337948;CENTRAL CRECHE PRE ESCOLA  COSEAS USP;Nigéria;1
ESTADUAL - OUTROS;CENTRO OESTE;CAMPO BELO;SAO PAULO;11;457450;JORNALISTA ROBERTO MARINHO ESCOLA TECNICA ESTADUAL;Angola;2
ESTADUAL - OUTROS;CENTRO OESTE;RAPOSO TAVARES;SAO PAULO;11;438418;UIRAPURU ESCOLA TECNICA ESTADUAL;Bolívia;2
ESTADUAL - OUTROS;CENTRO OESTE;RAPOSO TAVARES;SAO PAULO;11;438418;UIRAPURU ESCOLA TECNICA ESTADUAL;Haiti;1
ESTADUAL - OUTROS;CENTRO OESTE;RAPOSO TAVARES;SAO PAULO;11;438418;UIRAPURU ESCOLA TECNICA ESTADUAL;Uruguai;2
ESTADUAL - OUTROS;CENTRO OESTE;VILA LEOPOLDINA;SAO PAULO;11;3608;BASILIDES DE GODOY PROF ETEC;Bolívia;2
ESTADUAL - OUTROS;CENTRO OESTE;VILA LEOPOLDINA;SAO PAULO;11;3608;BASILIDES DE GODOY PROF ETEC;Haiti;1
ESTADUAL - OUTROS;CENTRO OESTE;VILA LEOPOLDINA;SAO PAULO;11;3608;BASILIDES DE GODOY PROF ETEC;Paraguai;2
ESTADUAL - OUTROS;CENTRO SUL;BELA VISTA;SAO PAULO;11;299364;MARIA AUGUSTA SARAIVA DRA ETEC;Bolívia;6
ESTADUAL - OUTROS;CENTRO SUL;BELA VISTA;SAO PAULO;11;299364;MARIA AUGUSTA SARAIVA DRA ETEC;Peru;1
ESTADUAL - OUTROS;CENTRO SUL;BELA VISTA;SAO PAULO;11;299364;MARIA AUGUSTA SARAIVA DRA ETEC;Venezuela;1
ESTADUAL - OUTROS;CENTRO SUL;IPIRANGA;SAO PAULO;11;4352;GETULIO VARGAS ETEC;Bolívia;6
ESTADUAL - OUTROS;CENTRO SUL;IPIRANGA;SAO PAULO;11;4352;GETULIO VARGAS ETEC;Estados Unidos da América;1
ESTADUAL - OUTROS;CENTRO SUL;IPIRANGA;SAO PAULO;11;4352;GETULIO VARGAS ETEC;Finlândia;1
ESTADUAL - OUTROS;CENTRO SUL;IPIRANGA;SAO PAULO;11;4352;GETULIO VARGAS ETEC;Haiti;2
ESTADUAL - OUTROS;CENTRO SUL;IPIRANGA;SAO PAULO;11;4352;GETULIO VARGAS ETEC;Japão;2
ESTADUAL - OUTROS;CENTRO SUL;IPIRANGA;SAO PAULO;11;434632;ETEC DE HELIOPOLIS;Bolívia;1
ESTADUAL - OUTROS;CENTRO SUL;MOOCA;SAO PAULO;11;1636;CAMARGO ARANHA PROF ETEC;Bolívia;5
ESTADUAL - OUTROS;CENTRO SUL;MOOCA;SAO PAULO;11;1636;CAMARGO ARANHA PROF ETEC;Bulgária;1
ESTADUAL - OUTROS;CENTRO SUL;MOOCA;SAO PAULO;11;1636;CAMARGO ARANHA PROF ETEC;Colômbia;1
ESTADUAL - OUTROS;CENTRO SUL;MOOCA;SAO PAULO;11;1636;CAMARGO ARANHA PROF ETEC;Estados Unidos da América;1
ESTADUAL - OUTROS;CENTRO SUL;MOOCA;SAO PAULO;11;1636;CAMARGO ARANHA PROF ETEC;Filipinas;1
ESTADUAL - OUTROS;CENTRO SUL;MOOCA;SAO PAULO;11;1636;CAMARGO ARANHA PROF ETEC;Japão;1
ESTADUAL - OUTROS;CENTRO SUL;MOOCA;SAO PAULO;11;1636;CAMARGO ARANHA PROF ETEC;Nigéria;1
ESTADUAL - OUTROS;CENTRO SUL;MOOCA;SAO PAULO;11;1636;CAMARGO ARANHA PROF ETEC;Portugal;1
ESTADUAL - OUTROS;CENTRO SUL;VILA PRUDENTE;SAO PAULO;11;1946;JOSE ROCHA MENDES ETEC;Bolívia;3
ESTADUAL - OUTROS;CENTRO SUL;VILA PRUDENTE;SAO PAULO;11;1946;JOSE ROCHA MENDES ETEC;Burundi;1
ESTADUAL - OUTROS;CENTRO SUL;VILA PRUDENTE;SAO PAULO;11;1946;JOSE ROCHA MENDES ETEC;Japão;2
ESTADUAL - OUTROS;CENTRO SUL;VILA PRUDENTE;SAO PAULO;11;1946;JOSE ROCHA MENDES ETEC;Peru;2
ESTADUAL - OUTROS;DIADEMA;DIADEMA;DIADEMA;11;345891;JUSCELINO KUBITSCHEK DE OLIVEIRA ETEC;Estados Unidos da América;1
ESTADUAL - OUTROS;DIADEMA;DIADEMA;DIADEMA;11;345891;JUSCELINO KUBITSCHEK DE OLIVEIRA ETEC;Venezuela;1
ESTADUAL - OUTROS;FRANCA;FRANCA;FRANCA;11;22810;JULIO CARDOSO DR ETEC;Venezuela;3
ESTADUAL - OUTROS;GUARATINGUETA;CRUZEIRO;CRUZEIRO;11;12518;JOSE SANTANA DE CASTRO PROF ETEC;Japão;1
ESTADUAL - OUTROS;GUARATINGUETA;GUARATINGUETA;GUARATINGUETA;11;12658;ALFREDO DE BARROS SANTOS PROF ETEC;Equador;1
ESTADUAL - OUTROS;GUARATINGUETA;GUARATINGUETA;GUARATINGUETA;11;12658;ALFREDO DE BARROS SANTOS PROF ETEC;Japão;1
ESTADUAL - OUTROS;ITAPETININGA;ITAPETININGA;ITAPETININGA;11;478015;DARCY PEREIRA DE MORAES ETEC;Japão;1
ESTADUAL - OUTROS;ITAPETININGA;TATUI;TATUI;11;16724;SALLES GOMES ETEC;Itália;2
ESTADUAL - OUTROS;ITAPEVI;SANTANA DE PARNAIBA;SANTANA DE PARNAIBA;11;479585;BARTOLOMEU BUENO DA SILVA ANHANGUERA ETEC;Estados Unidos da América;1
ESTADUAL - OUTROS;ITAQUAQUECETUBA;ITAQUAQUECETUBA;ITAQUAQUECETUBA;11;446836;ITAQUAQUECETUBA ETEC DE;Bolívia;1
ESTADUAL - OUTROS;ITU;CERQUILHO;CERQUILHO;11;446749;CERQUILHO ETEC DE;Bolívia;2
ESTADUAL - OUTROS;ITU;ITU;ITU;11;15659;MARTINHO DI CIERO ETEC;Argentina;1
ESTADUAL - OUTROS;ITU;ITU;ITU;11;15659;MARTINHO DI CIERO ETEC;Portugal;1
ESTADUAL - OUTROS;ITU;TIETE;TIETE;11;446713;NELSON ALVES VIANNA DR ETEC;Japão;1
ESTADUAL - OUTROS;JABOTICABAL;MONTE ALTO;MONTE ALTO;11;462421;ALCIDES CESTARI ETEC;Haiti;1
ESTADUAL - OUTROS;JACAREI;JACAREI;JACAREI;11;13961;JOSE BENTO CONEGO ETEC;Japão;1
ESTADUAL - OUTROS;JAU;JAU;JAU;11;25641;JOAQUIM FERREIRA DO AMARAL ETEC;Guiné-Conacri;1
ESTADUAL - OUTROS;JAU;JAU;JAU;11;25641;JOAQUIM FERREIRA DO AMARAL ETEC;Japão;1
ESTADUAL - OUTROS;JOSE BONIFACIO;MIRASSOL;MIRASSOL;11;28721;MATHEUS LEITE DE ABREU PROF ETEC;Bolívia;1
ESTADUAL - OUTROS;JOSE BONIFACIO;MIRASSOL;MIRASSOL;11;28721;MATHEUS LEITE DE ABREU PROF ETEC;Japão;2
ESTADUAL - OUTROS;JUNDIAI;CAMPO LIMPO PAULISTA;CAMPO LIMPO PAULISTA;11;432726;CAMPO LIMPO PAULISTA ETEC DE;Japão;1
ESTADUAL - OUTROS;JUNDIAI;JUNDIAI;JUNDIAI;11;19847;BENEDITO STORANI ETEC;Estados Unidos da América;1
ESTADUAL - OUTROS;JUNDIAI;JUNDIAI;JUNDIAI;11;45986;VASCO ANTONIO VENCHIARUTTI ETEC;Chile;1
ESTADUAL - OUTROS;JUNDIAI;JUNDIAI;JUNDIAI;11;45986;VASCO ANTONIO VENCHIARUTTI ETEC;Portugal;1
ESTADUAL - OUTROS;LESTE 1;ITAQUERA;SAO PAULO;11;579798;ETEC ITAQUERA II;Bolívia;3
ESTADUAL - OUTROS;LESTE 1;ITAQUERA;SAO PAULO;11;579798;ETEC ITAQUERA II;Haiti;2
ESTADUAL - OUTROS;LESTE 1;ITAQUERA;SAO PAULO;11;579798;ETEC ITAQUERA II;Japão;1
ESTADUAL - OUTROS;LESTE 1;PENHA;SAO PAULO;11;2628;APRIGIO GONZAGA PROF ETEC;Bolívia;6
ESTADUAL - OUTROS;LESTE 1;PENHA;SAO PAULO;11;2628;APRIGIO GONZAGA PROF ETEC;Haiti;2
ESTADUAL - OUTROS;LESTE 1;PENHA;SAO PAULO;11;2628;APRIGIO GONZAGA PROF ETEC;Japão;3
ESTADUAL - OUTROS;LESTE 1;PENHA;SAO PAULO;11;2628;APRIGIO GONZAGA PROF ETEC;Peru;4
ESTADUAL - OUTROS;LESTE 1;PENHA;SAO PAULO;11;433858;TIQUATIRA ETEC;Angola;1
ESTADUAL - OUTROS;LESTE 1;PENHA;SAO PAULO;11;433858;TIQUATIRA ETEC;Bolívia;2
ESTADUAL - OUTROS;LESTE 1;PENHA;SAO PAULO;11;433858;TIQUATIRA ETEC;Colômbia;1
ESTADUAL - OUTROS;LESTE 1;PENHA;SAO PAULO;11;433858;TIQUATIRA ETEC;Haiti;1
ESTADUAL - OUTROS;LESTE 3;GUAIANASES;SAO PAULO;11;72552;GUAIANAZES ETEC;Bolívia;3
ESTADUAL - OUTROS;LESTE 3;GUAIANASES;SAO PAULO;11;72552;GUAIANAZES ETEC;Espanha;1
ESTADUAL - OUTROS;LESTE 3;GUAIANASES;SAO PAULO;11;72552;GUAIANAZES ETEC;Haiti;1
ESTADUAL - OUTROS;LESTE 3;GUAIANASES;SAO PAULO;11;72552;GUAIANAZES ETEC;Peru;1
ESTADUAL - OUTROS;LESTE 3;JOSE BONIFACIO;SAO PAULO;11;363315;ITAQUERA ETEC DE;Bolívia;2
ESTADUAL - OUTROS;LESTE 3;JOSE BONIFACIO;SAO PAULO;11;363315;ITAQUERA ETEC DE;Espanha;1
ESTADUAL - OUTROS;LESTE 3;JOSE BONIFACIO;SAO PAULO;11;363315;ITAQUERA ETEC DE;Haiti;1
ESTADUAL - OUTROS;LESTE 3;JOSE BONIFACIO;SAO PAULO;11;363315;ITAQUERA ETEC DE;Japão;1
ESTADUAL - OUTROS;LESTE 3;JOSE BONIFACIO;SAO PAULO;11;363315;ITAQUERA ETEC DE;Paraguai;1
ESTADUAL - OUTROS;LESTE 3;JOSE BONIFACIO;SAO PAULO;11;363315;ITAQUERA ETEC DE;Peru;1
ESTADUAL - OUTROS;LESTE 4;ARTUR ALVIM;SAO PAULO;11;405322;TEREZA APARECIDA CARDOSO NUNES DE OLIVEIRA ETEC;Haiti;1
ESTADUAL - OUTROS;LESTE 5;TATUAPE;SAO PAULO;11;2185;MARTIN LUTHER KING ETEC;Bolívia;7
ESTADUAL - OUTROS;LESTE 5;TATUAPE;SAO PAULO;11;2185;MARTIN LUTHER KING ETEC;Japão;1
ESTADUAL - OUTROS;LESTE 5;TATUAPE;SAO PAULO;11;2185;MARTIN LUTHER KING ETEC;Peru;2
ESTADUAL - OUTROS;LESTE 5;TATUAPE;SAO PAULO;11;439216;PARQUE BELEM ETEC;Argentina;1
ESTADUAL - OUTROS;LESTE 5;TATUAPE;SAO PAULO;11;439216;PARQUE BELEM ETEC;Bolívia;3
ESTADUAL - OUTROS;LESTE 5;VILA FORMOSA;SAO PAULO;11;433846;ADHEMAR BATISTA HEMERITAS PROF ETEC;Bolívia;2
ESTADUAL - OUTROS;LESTE 5;VILA FORMOSA;SAO PAULO;11;433846;ADHEMAR BATISTA HEMERITAS PROF ETEC;Itália;1
ESTADUAL - OUTROS;LESTE 5;VILA FORMOSA;SAO PAULO;11;433846;ADHEMAR BATISTA HEMERITAS PROF ETEC;Nigéria;2
ESTADUAL - OUTROS;LIMEIRA;LIMEIRA;LIMEIRA;27;45950;LIMEIRA COLEGIO TECNICO DE UNICAMP;Japão;2
ESTADUAL - OUTROS;LIMEIRA;LIMEIRA;LIMEIRA;27;45950;LIMEIRA COLEGIO TECNICO DE UNICAMP;Reino Unido da Grã-Bretanha e Irlanda do Norte;2
ESTADUAL - OUTROS;LIMEIRA;RIO CLARO;RIO CLARO;11;21817;ARMANDO BAYEUX DA SILVA PROF ETEC;Haiti;1
ESTADUAL - OUTROS;MARILIA;MARILIA;MARILIA;11;33583;ANTONIO DEVISATE ETEC;Japão;1
ESTADUAL - OUTROS;MAUA;MAUA;MAUA;11;287994;MAUA ETEC DE;Haiti;1
ESTADUAL - OUTROS;MAUA;RIBEIRAO PIRES;RIBEIRAO PIRES;11;290749;ETEC PROFESSORA MARIA CRISTINA MEDEIROS;Rússia;1
ESTADUAL - OUTROS;MIRACATU;IGUAPE;IGUAPE;11;34794;NARCISO DE MEDEIROS ENG AGRONOMO ETEC;Espanha;1
ESTADUAL - OUTROS;MIRACATU;IGUAPE;IGUAPE;11;34794;NARCISO DE MEDEIROS ENG AGRONOMO ETEC;Japão;1
ESTADUAL - OUTROS;MIRANTE DO PARANAPANEMA;TEODORO SAMPAIO;TEODORO SAMPAIO;11;299340;NAIR LUCCAS RIBEIRO ETEC;Japão;1
ESTADUAL - OUTROS;MIRANTE DO PARANAPANEMA;TEODORO SAMPAIO;TEODORO SAMPAIO;11;299340;NAIR LUCCAS RIBEIRO ETEC;Portugal;1
ESTADUAL - OUTROS;MOGI DAS CRUZES;MOGI DAS CRUZES;MOGI DAS CRUZES;11;6609;PRESIDENTE VARGAS ETEC;Andorra;1
ESTADUAL - OUTROS;MOGI DAS CRUZES;MOGI DAS CRUZES;MOGI DAS CRUZES;11;6609;PRESIDENTE VARGAS ETEC;China;1
ESTADUAL - OUTROS;MOGI DAS CRUZES;MOGI DAS CRUZES;MOGI DAS CRUZES;11;6609;PRESIDENTE VARGAS ETEC;Japão;5
ESTADUAL - OUTROS;MOGI MIRIM;AMPARO;AMPARO;11;17589;JOAO BELARMINO ETEC;Bolívia;1
ESTADUAL - OUTROS;MOGI MIRIM;AMPARO;AMPARO;11;17589;JOAO BELARMINO ETEC;Japão;1
ESTADUAL - OUTROS;MOGI MIRIM;MOGI GUACU;MOGI GUACU;11;433871;EURO ALBINO DE SOUZA ETEC;Espanha;1
ESTADUAL - OUTROS;MOGI MIRIM;MOGI MIRIM;MOGI MIRIM;11;20643;PEDRO FERREIRA ALVES ETEC;Angola;1
ESTADUAL - OUTROS;MOGI MIRIM;MOGI MIRIM;MOGI MIRIM;11;20643;PEDRO FERREIRA ALVES ETEC;Japão;1
ESTADUAL - OUTROS;NORTE 1;JARAGUA;SAO PAULO;11;438480;JARAGUA ESCOLA TECNICA ESTADUAL;Alemanha;2
ESTADUAL - OUTROS;NORTE 1;JARAGUA;SAO PAULO;11;438480;JARAGUA ESCOLA TECNICA ESTADUAL;Paraguai;1
ESTADUAL - OUTROS;NORTE 1;PERUS;SAO PAULO;11;439083;PAULISTANO ETEC;Bolívia;2
ESTADUAL - OUTROS;NORTE 1;PERUS;SAO PAULO;11;439447;GILDO MARCAL BEZERRA BRANDAO ETEC;Bolívia;1
